,average_rate($),num_of_bedrooms,title_word_count,city,date_of_listing,description,latitude,longitude,title,url,Listing Month,Listing Year,lat_long,FullAddy
15269,250,3,6,Austin,Sep-13,"My place is great for couples, families (with kids), and big groups looking to save money on an overpriced hotel room! It's in a quiet neighborhood and is a new house with great features!",30.23795661,-97.57965291,"Great, cozy space in East Austin!",https://www.airbnb.com/rooms/17347183?location=Bastrop%20County%2C%20TX,September,2013,"30.2379566053657,-97.579652914436","15113 Parrish Ln, Austin, TX 78725, USA"
15273,110,0,5,Austin,Feb-12,"Large SOCO studio with two private outdoor patios, 15 minute walk through Stacy Park to South Congress avenue eateries and music venues. Hot spring heated neighborhood pool open to the public from dawn to dusk.",30.23902601,-97.74483935,Large modern SOCO studio apartment,https://www.airbnb.com/rooms/6932061?location=Austin%2C%20TX,February,2012,"30.239026013978897,-97.74483934645659","2022 Travis Heights Blvd, Austin, TX 78704, USA"
15277,99,1,6,Austin,Feb-17,"My place is close to LBJ Presidential Library, CaffÌ© Medici, Pluckers Wing Bar, Bass Concert Hall, Cactus Cafe, UT Campus, AT&amp;T Conference Center. You‰Ûªll love my place because of the kitchen, the high ceilings, and the location. My place is good for couples, solo adventurers, and business travelers.",30.28623852,-97.74511457,Super Clean Apartment in West Campus,https://www.airbnb.com/rooms/17254187?location=Austin%2C%20TX,February,2017,"30.2862385211484,-97.7451145732044","2222 Rio Grande St, Austin, TX 78705, USA"
15284,48,1,6,Austin,Dec-12,"- 15-20min drive to downtown &amp; events: F1, ACL, SXSW, Motocross. 10min drive to UT\n- Professionally cleaned every week\n- Booking is guaranteed (\",30.30233143,-97.68084664,Memory foam bed - Keyless Entry,https://www.airbnb.com/rooms/1872960?location=Austin%2C%20TX,December,2012,"30.3023314341781,-97.68084663876829","5511 Darlington Ln, Austin, TX 78723, USA"
15294,100,1,5,Austin,Sep-15,"Stylish Modern Interior Furniture in Amazing Location minutes Drive to SoCo, Downtown, ACL, &amp; SXSW. Walk to SoLa Eateries Coffee or Bars! Large queen bed, sofa double bed, and Pack 'n Play comfortably accommodates up to 4. Good WiFi, Cable TV &amp; 1 Reserved Parking. 1st Floor entry, no exterior or interior stairs!",30.24642304,-97.77122983,Stylish South Lamar Condo 78704!,https://www.airbnb.com/rooms/8480556?location=Austin%2C%20TX,September,2015,"30.246423040002398,-97.7712298289147","2204 Thornton Rd, Austin, TX 78704, USA"
15307,66,1,7,Austin,Jun-16,"Our new home is in TechRidge in northeast Austin. Near downtown, Formula One, lake Travis, the greenbelt, and the Domain, our location is great for all visitors! Enjoy 24/7 keyless entry, a Queen sized tempurpedic bed with luxury linens, a personal Keurig, a mini refrigerator, a spotlessly clean private bathroom with soft, fluffy towels, and a flatscreen tv with Apple TV in your room. All races, ethnicities, religions, genders, sexualities, and nationalities welcomed. We can't wait to meet you!",30.39659184,-97.64846523,"Bright, clean, & welcome space in Austin",https://www.airbnb.com/rooms/13607655?location=Bastrop%20County%2C%20TX,June,2016,"30.396591836006397,-97.64846522550279","12704 Danbrook Cove, Austin, TX 78753, USA"
15340,120,1,4,Austin,Mar-11,"Room available in a beautiful 2BR/1BA house in a wonderful, walkable neighborhood. The open concept living space and large outdoor patio with fire pit and hammocks are perfect for relaxing at the end of the day. This is East Austin at its finest!",30.26983514,-97.72874108,Beautiful East Austin House,https://www.airbnb.com/rooms/78731?location=Austin%2C%20TX,March,2011,"30.2698351364429,-97.728741081514","1016 Juniper St, Austin, TX 78702, USA"
15397,55,1,7,Austin,Sep-16,"Our guest room is just up the street from Zilker Park, Barton Springs, and within a one mile walk of some of Austin's best restaurants and live music spots. The room is clean and recently constructed, with a private entrance and walk-in accessible shower. We provide a microwave, coffee pot, and a mini-fridge, as well as an assortment of coffee and tea. For a small fee you can reserve a continental breakfast. With 1 queen bed and 1 full bed, 2 people will be very comfortable.",30.25640521,-97.77518339,Murphy Oaks Guestroom:Your Sweet Retreat in Zilker,https://www.airbnb.com/rooms/16831133?location=Austin%2C%20TX,September,2016,"30.256405209503697,-97.7751833912129","1607 Rabb Rd, Austin, TX 78704, USA"
15398,69,0,9,Austin,May-14,"Breezy is one of our 10+ AirBnB units for rent at the Community First Village, a 27-acre master planned community for the homeless in East Austin.\n\nThere is a nearby individual-style bathhouse and outdoor kitchen. Gardens, chickens, goats, donkeys, bees, blacksmithing, timberframing and more are all happening right outside your window. It's a Village for the chronically homeless that is visited by thousands annually who come to experience the Village through our AirBnB as well as volunteer work!",30.28298167,-97.62300286,Breezy - Tiny House at MLF Community First Village,https://www.airbnb.com/rooms/17023189?location=Bastrop%20County%2C%20TX,May,2014,"30.2829816669276,-97.6230028605649","9301 Hog Eye - Community First, Texas 78724, USA"
15416,111,1,7,Austin,Jun-14,Large 1-bedroom apartment in the heart of South Austin. Beautiful view of downtown from balcony! Bus stop right across the street that will take you Dowtown/Zilker/Barton Springs. Bars and restaurants within walking distance. Quiet Complex w/parking.,30.2361541,-97.78295813,Zen Den 78704 1-Bed Apt w/Dtwn View,https://www.airbnb.com/rooms/4130342?location=Austin%2C%20TX,June,2014,"30.236154100019697,-97.78295812561409","3707 Manchaca Rd, Austin, TX 78704, USA"
15418,500,2,3,Austin,Jan-14,"Modern bungalow 11 miles from down town Austin, 12 miles down the toll to Circuit of the Americas. Open 2 bed 2 bath layout with theater upstairs and hot tub and grill in the back. Located in brand new quiet community.",30.23791314,-97.57116359,Amazing Modern Bungalow ,https://www.airbnb.com/rooms/2214926?location=Bastrop%20County%2C%20TX,January,2014,"30.2379131373285,-97.57116358956971","4605 Credo Lane, Austin, TX 78725, USA"
15441,46,1,7,Austin,Sep-16,"My place is close to nightlife, family-friendly activities, and the airport. My place is good for couples, solo adventurers, and business the bathroom is shared with another room.",30.22872048,-97.69084327,Beautiful private room close to all attractions,https://www.airbnb.com/rooms/15283358?location=Austin%2C%20TX,September,2016,"30.228720475244003,-97.69084326870899","96 Frontier Valley Dr, Austin, TX 78741, USA"
15452,75,0,7,Austin,Nov-13,"This studio is located in Hyde Park, one of of Austin's most iconic and desirable neighborhoods. UT is only a few miles away, Downtown is five minutes away and you're in a great location for the various festivals that occur in the city. *Officially licensed by the city of Austin*\n*EspaÌ±ol*\nEl apartamento se encuentra en Hyde Park, uno de los barrios mÌÁs deseados de Austin. UT estÌÁ a sÌ_lo unos kilÌ_metros de distancia, y el centro estÌÁ a cinco minutos. *Con licencia oficial de la ciudad de Austin*",30.30836315,-97.7184288,Cozy Studio in the Heart of Austin,https://www.airbnb.com/rooms/5386336?location=Austin%2C%20TX,November,2013,"30.3083631494317,-97.7184288001162","804 E 47th St, Austin, TX 78751, USA"
15492,35,1,5,Austin,Feb-10,"House is located in a quiet Austin neighborhood with large driveway, running path, and duck pond just a short walk away. 11 mi from downtown with easy access to highway.",30.34507374,-97.6095686,Suburbian Sanctuary Close to Town,https://www.airbnb.com/rooms/6933044?location=Bastrop%20County%2C%20TX,February,2010,"30.345073738001698,-97.6095686024192","11225 Avering Ln, Austin, TX 78754, USA"
15501,75,0,5,Austin,Sep-13,"Very private licensed short term rental studio with dedicated off street parking on the border of two awesome neighborhoods, Hyde Park and North Loop. This studio has a queen size bed, small full-size pull out couch, hardwood floors, beautiful brand new bathroom and more great amenities!",30.31280603,-97.71573012,Private studio in Hyde Park,https://www.airbnb.com/rooms/13697566?location=Austin%2C%20TX,September,2013,"30.3128060286711,-97.7157301210295","5106a Clarkson Ave, Austin, TX 78751, USA"
15507,50,1,5,Austin,Mar-14,"Beautiful, clean, private, modern duplex-like studio apartment in South Austin with private bedroom and bathroom. 2 separated twin beds across the room from one another. Separated beds are suitable for friends or if couples would like they can push the beds together. The apartment is connected to our home with its own private front entrance. About 7 miles to downtown, 9 miles to ACL Fest, 8 miles to Austin-Bergstrom Airport. Kitchenette with mini-fridge &amp; microwave.",30.19739931,-97.73045764,"In-Home Apt, Private Entry, Modern",https://www.airbnb.com/rooms/7747837?location=Austin%2C%20TX,March,2014,"30.1973993120051,-97.73045764463629","4622 Lyra Cir, Austin, TX 78744, USA"
15524,50,1,8,Austin,Jun-12,"Close to restaurants, Samsung, Apple, GM, Tech Ridge, Dell, &amp; the Domain. You‰Ûªll love the ambiance and extras - pool table, swimming pool, back patio, private living room etc. Good for couples, solo &amp; business travelers, &amp; families. Private bath but may need to share if another AirBnB guest is here. \n\nPrice shown is per night per one room (Room A). 2 people per room okay. Any additional guest is $30/night per additional guest. I have 2 other rooms available if needed (see my other listings).",30.36108904,-97.63789941,"Private Room By Apple, Samsung, Dell - RoomA",https://www.airbnb.com/rooms/16709473?location=Bastrop%20County%2C%20TX,June,2012,"30.361089040662197,-97.6378994113009","11401 Church Canyon Dr, Austin, TX 78754, USA"
15527,175,2,10,Austin,Jan-17,"The luxury 2 bed/2bath 1097 sq ft. apartment will be entirely yours. No one physically lives here - this is run like a hotel with a full-time cleaning crew. If there is anything you would like to request before arrival let us know! \n\nLocated just blocks from UT and about 20 blocks from downtown (easy biking distance, or there is a bus stop 1 block away). This is an apartment that we use to host international professors/scholars coming to UT, and when we have open dates we'd love to host you!",30.29252736,-97.72244558,"40 - Luxury 2 Bdrm, 2 Bath - University Park",https://www.airbnb.com/rooms/17028600?location=Austin%2C%20TX,January,2017,"30.2925273608746,-97.72244558215309","3400 Harmon Ave, Austin, TX 78705, USA"
15531,149,2,5,Austin,Jun-13,"Renovated bungalow that comfortably sleeps 6. Two Queen beds and two full size couches. Located in the middle of East Austin and walkable to several bars, coffee shops and restaurants. 1 mile from downtown.",30.26388489,-97.7154578,Eastside Bungalow - perfect location!,https://www.airbnb.com/rooms/16325161?location=Austin%2C%20TX,June,2013,"30.263884890608804,-97.71545780289041","2312 E 8th St, Austin, TX 78702, USA"
15557,25,1,8,Austin,Jul-16,"Cute single bedroom available in house less than 10 minutes to downtown and 5 from green belt! Has a large backyard to relax quiet mornings by a dry bed. Located in a quiet cul de sac. Full beautiful kitchen and bathroom two steps from room. Fully loaded with towels, bed sheets, toiletries, and some house warming surprises! Dogs do live on property, very well behaved.",30.21258219,-97.81368936,Cozy bedroom in the heart of south Austin!,https://www.airbnb.com/rooms/19037156?location=Austin%2C%20TX,July,2016,"30.2125821934257,-97.8136893594559","6308 Blarwood Dr, Austin, TX 78745, USA"
15577,40,1,2,Austin,Dec-16,"Our place is close to The Mueller Community\n12-minute ride to Downtown Austin\n12-minute ride to the center of the University of Texas campus. \nYou‰Ûªll love our place because our back yard is part of the local greenbelt (450sf deck overlooking Little Walnut Creek), and the comfort and coziness. Quiet neighborhood; ideal for a good night's sleep. There is no television in the bedroom, but most guests use their laptops and free wi-fi to watch what they want.",30.3194152,-97.67680446,Creek Zen,https://www.airbnb.com/rooms/16297180?location=Austin%2C%20TX,December,2016,"30.3194151983777,-97.6768044592305","7000 Creighton Ln, Austin, TX 78723, USA"
15588,125,1,8,Austin,Jun-14,"Uncommon luxury, unbeatable location, and an incredible value! There's no better location or one closer to the action of South Congress. Despite being just one block off SoCo, this serene oasis is quiet and private. It includes a genuine adjustable Tempurpedic bed, expansive windows with elegant Southern shutters, a sitting area and desk, mini-fridge, microwave, coffee/tea bar, and a stunning Mexican tiled bathroom. At nearly 500 square feet, the suite is expansive and roomy. Tax not included.",30.24621311,-97.75178947,‰_•ü of SoCo Luxury Suite: Sizzling Summer $avings!,https://www.airbnb.com/rooms/3543410?location=Austin%2C%20TX,June,2014,"30.2462131106638,-97.75178946791759","107 W Annie St, Austin, TX 78704, USA"
15602,75,1,2,Austin,Apr-16,"My place is good for couples, solo adventurers, business travelers, and families (with kids).",30.23554488,-97.58553088,JD's Place,https://www.airbnb.com/rooms/15603546?location=Bastrop%20County%2C%20TX,April,2016,"30.235544877344605,-97.5855308811935","3810 Pevetoe St, Austin, TX 78725, USA"
15618,26,1,7,Austin,Jun-16,"Sweet little two story 3bedroom 2.5 bath home in far South Austin. Located in a quiet and safe neighborhood close to shopping, restaurants, bus lines and parks. The house is shared with myself and my two very sweet tabby cats. Quiet and clean you have access to a private bathroom, shared living area and kitchen. The bedroom has one full size bed with shelves and a closet for your clothing along with a desk for getting some work done during your stay. I will be adding more photos very soon!",30.17930532,-97.83181559,"Quiet, affordable, convenient in far South Austin",https://www.airbnb.com/rooms/18225578?location=Austin%2C%20TX,June,2016,"30.179305324977797,-97.8318155879867","2615 Piping Rock Trail, Austin, TX 78748, USA"
15650,75,1,5,Austin,Mar-16,"A cozy space about 25 minutes from Downtown Austin and Circuit of the Americas. This neighborhood is convenient to food, shopping and much more!\n\nTwo bedrooms, one bathroom, living and dining space available.",30.39261411,-97.64181426,Two Bedrooms - Kitchen/Living Room,https://www.airbnb.com/rooms/11621540?location=Bastrop%20County%2C%20TX,March,2016,"30.392614106792397,-97.6418142563785","12609 Dessau Rd, Austin, TX 78754, USA"
15658,48,1,6,Austin,Dec-12,"Enjoy privacy and comfort in a lovely bedroom with its own spacious bath. The space comfortably fits two and is centrally located in a charming residential neighborhood close to restaurants and coffee shops. Plus, there's a great bike for your exclusive use, complete with lock and helmet. Your perfect home-away-from-home for SXSW, ACL, UT, and more!",30.28557219,-97.7205063,"Walk to UT, downtown! Cozy bed/bath",https://www.airbnb.com/rooms/820139?location=Austin%2C%20TX,December,2012,"30.285572189303604,-97.7205063037216","2806 French Pl, Austin, TX 78722, USA"
15690,54,1,8,Austin,May-12,"Perfectly situated in a new development on Austin's east side, we offer you a comfy place to hang your hat while enjoying all that our awesome city has to offer. We're close to many great places to eat, including Gourmand's, La Barbecue, Shangri-La, Justine's, and Salt and Time to name a few. You‰Ûªll love our place because of the ambiance, the neighborhood, and the comfy bed.",30.2666547,-97.70795469,Your East Austin Private Room with adjoining Bath,https://www.airbnb.com/rooms/14057627?location=Austin%2C%20TX,May,2012,"30.266654704101402,-97.70795468765051","3006 Webberville Rd, Austin, TX 78702, USA"
15695,225,2,6,Austin,Mar-11,"if you are coming to austin for a visit, or for business, my home will be the perfect escape for you. the open floor plan, modern home is flooded with natural light, and full of every amenity you could need.",30.2855109,-97.64571844,"Gorgeous Modern Oasis, close to downtown!",https://www.airbnb.com/rooms/11038682?location=Bastrop%20County%2C%20TX,March,2011,"30.285510898187198,-97.64571844261592","7316 Annette Cove, Austin, TX 78724, USA"
15748,120,2,10,Austin,Mar-16,"2 bedroom 2 bathroom duplex in a cul de sac in South Austin between S. 1st and S. congress. Very private and quiet from the other unit, just a shared driveway. Private patio is just for your side. 10-15 minutes to downtown. Walking distance to bars, Urban Winery, a rock climbing gym, and coffee shop among others. Construction going on next door.\n\nKitchen has all cookware needed. Cable TV. One car garage. 2 bikes!\n\nPets welcome but please clean up after them! Austin licensed",30.22801734,-97.76600741,"Private home w/ outdoor space, 2 bikes, & cable TV",https://www.airbnb.com/rooms/14707317?location=Austin%2C%20TX,March,2016,"30.2280173410072,-97.76600741236909","410 Post Rd Dr, Austin, TX 78704, USA"
15758,99,1,6,Austin,Oct-12,"Welcome to our guest room! We have it meticulously set-up it up to host 2 people. It includes a queen size bed, bathroom and walk in wardrobe. We are walking distance (10 min) to downtown Austin, just east of I-35. Close to restaurants cafes and bars",30.26907517,-97.7318849,Large DOUBLE room in trendy area,https://www.airbnb.com/rooms/10746657?location=Austin%2C%20TX,October,2012,"30.269075168021697,-97.73188489673001","811 E 11th St, Austin, TX 78702, USA"
15777,129,1,5,Austin,Apr-09,"Our garage apartment provides a private space with everything you need for a quiet, comfortable stay close to downtown Austin. Quality furnishings and amenities will make you feel like you're staying at home rather than in a rental or hotel.",30.26027322,-97.76502893,Secluded Studio in 78704 (Zilker),https://www.airbnb.com/rooms/6448?location=Austin%2C%20TX,April,2009,"30.2602732159755,-97.7650289329175","709 Garner Ave, Austin, TX 78704, USA"
15783,74,1,4,Austin,Dec-14,"Tucked away in the highly desired Travis Heights, you are only only minutes walk from South Congress and Downtown, yet, have the luxury of a quite and peaceful neighborhood. Neatly furnished, steps away from a pool and deck with a downtown view.",30.25045851,-97.7435116,Condo on SOCO Ave!,https://www.airbnb.com/rooms/7006333?location=Austin%2C%20TX,December,2014,"30.2504585124695,-97.7435116023629","1215 Newning Ave, Austin, TX 78704, USA"
15805,192,3,8,Austin,Dec-12,The Agave neighborhood of Austin is a community of \,30.28718915,-97.64792156,"3 Bed Modern Home_Great Design, Cozy & Convenient",https://www.airbnb.com/rooms/16256238?location=Bastrop%20County%2C%20TX,December,2012,"30.287189147237896,-97.6479215587825","5544 Sendero Hills Pkwy, Austin, TX 78724, USA"
15825,75,1,2,Austin,Sep-15,"Private, charming 2nd story cottage flat in the heart of South Austin. King size bed in master, futon couch/bed in living area. Full kitchen and private bathroom. Short distance to a 24 hour restaurant",30.24613754,-97.75318205,Freyjahaven Cottage,https://www.airbnb.com/rooms/8551206?location=Austin%2C%20TX,September,2015,"30.2461375354204,-97.7531820504726","1809 Newton St, Austin, TX 78704, USA"
15919,116,1,6,Austin,May-15,"This space is a delightful mix of beauty, comfort, and location. We keep an immaculate, cozy apartment perfectly nestled near the best Austin has to offer. Clarks and Josie's restaurants are next door!",30.27327802,-97.75706995,Downtown Austin - Tiny Tasteful 3,https://www.airbnb.com/rooms/11442375?location=Austin%2C%20TX,May,2015,"30.273278021961602,-97.75706995428759","606 Blanco St, Austin, TX 78703, USA"
15927,60,1,8,Austin,Mar-17,"We offer a second floor private bedroom &amp; private bathroom in a modern new construction home in the Wooten neighborhood of North Central Austin. We look forward to welcoming you into our home!\n\nWe feature:\n- Luxurious sheets and towels, clean bathroom stocked with shampoo/body wash.\n- Bottled water on arrival.\n- Unlimited street parking in front of the home.\n- Easy access to area freeways. The Domain: 10min, Downtown and UT Campus: 15min, Airport: 20min (only in light traffic).",30.35059589,-97.71763826,Private Room/Private Bath in a Modern Austin Home,https://www.airbnb.com/rooms/17907567?location=Austin%2C%20TX,March,2017,"30.3505958884873,-97.7176382558686","1220 W Anderson Ln, Austin, TX 78757, USA"
15937,120,2,4,Austin,Jan-16,"Historic craftsman style house on the East Side. Newly remodeled with TWO rooms each with high end queen bed; private bath for guests. Walkable to east side and downtown activities. Enjoy comfortable home with porch swing, grill, fully equipped kitchen, laundry, central AC, his &amp; hers bikes for you to borrow. This is my home and you are renting rooms, not the whole place, but you can have as much privacy as you want! Consider me the groundskeeper of this old home.",30.27357981,-97.72212265,Rooms in East Austin,https://www.airbnb.com/rooms/11601524?location=Austin%2C%20TX,January,2016,"30.2735798142522,-97.7221226485867","1614 E 12th St, Austin, TX 78702, USA"
15961,30,1,5,Austin,Sep-16,"Hey, my place is 10 miles to Circuit of the Americas, 8 miles to the Airport. Very quiet community. The house has two bedrooms. Each bedroom has a queen size bed. Private bathroom. The house has high-ceiling throughout and large living area with all furnished. The kitchen is fully equipped with attached washer and dryer. I offer guests a light breakfast, such as coffee, juice, rolls, butter and jam. My place is good for couples, solo adventurers, business travelers, and families.",30.23888877,-97.57881532,Cozy Room with light breakfast,https://www.airbnb.com/rooms/15274260?location=Bastrop%20County%2C%20TX,September,2016,"30.2388887738088,-97.57881532067671","15202 Lucian Drive, Austin, TX 78725, USA"
15962,100,1,3,Austin,Jun-16,"My place is close to family-friendly activities. My place is good for couples, solo adventurers, business travelers, and furry friends (pets).",30.33913376,-97.64719148,New Austin Home,https://www.airbnb.com/rooms/13376382?location=Bastrop%20County%2C%20TX,June,2016,"30.3391337559282,-97.64719147932941","4701 Lake George Ln, Austin, TX 78754, USA"
15963,130,1,3,Austin,Sep-13,"City of Austin Short Term Rental Lic# OL\n\nLocated in the Hyde Park Historic District, this apartment was built in 2010 in the same architectural style as the original 100 year old main house. It has one bedroom with Mid-Century Modern queen bed, one bath, full kitchen and living area with queen sleeper sofa.",30.30280573,-97.72988072,Hyde Park Hideaway,https://www.airbnb.com/rooms/1724144?location=Austin%2C%20TX,September,2013,"30.302805734120497,-97.729880719944","4008 Avenue G, Austin, TX 78751, USA"
15965,69,0,2,Austin,Feb-17,"Our brand new, light-filled Cloud Cottage is a 275 sq. foot studio tucked away in the backyard of our Brentwood bungalow. It is a detached separate structure with a private stone-lined entrance and back deck. The cottage has everything you'll need for a quiet getaway or as a homebase to explore Austin. Brentwood is centrally located near vibrant LowBurn (Lower Burnet), easy walking distance to coffee shops and restaurants, and an easy drive or bus ride to UT and downtown.",30.32889577,-97.73171637,Cloud Cottage,https://www.airbnb.com/rooms/17103933?location=Austin%2C%20TX,February,2017,"30.328895767473195,-97.7317163674432","5700 Grover Ave, Austin, TX 78756, USA"
15986,149,2,7,Austin,Aug-16,"Why stay in an expensive hotel when you could enjoy Austin from my immaculate, new townhouse for a fraction of the price! My place is right across the street from St Edwards University on a quiet street. It features a tankless hot water heater, a full size washer and dryer, LED lighting, and individual air conditioning units for each room. It is 1/2 mile from the dynamic South Congress and 1/2 mile from I-35. Driving from my townhouse, it only takes 5 minutes to the heart of downtown Austin.",30.22466873,-97.75337779,Stunning Austin SoCo 2/1: Highlands of Willowrun,https://www.airbnb.com/rooms/14820133?location=Austin%2C%20TX,August,2016,"30.224668731961398,-97.75337779063541","701 Woodward St, Austin, TX 78704, USA"
16009,60,1,7,Austin,Jun-13,"Here it is, \",30.22244196,-97.73437833,God Bless TX II! Be my guest!,https://www.airbnb.com/rooms/12865420?location=Austin%2C%20TX,June,2013,"30.2224419596194,-97.73437832646141","3000b Burleson Rd, Austin, TX 78741, USA"
16012,129,1,3,Austin,Jul-14,"We are just a few blocks from the MLK MetroRail Station and our place is good for couples, solo adventurers, and business travelers. About 1 mile to I-35 and downtown. About 2 miles to Lady Bird (Town) Lake. Easy train, bus, cab or bike ride to downtown.",30.27680503,-97.71306675,Casa de Cedar,https://www.airbnb.com/rooms/13394555?location=Austin%2C%20TX,July,2014,"30.2768050306554,-97.71306675300909","2603 E 14th St, Austin, TX 78702, USA"
16033,102,0,6,Austin,May-15,"This space is a delightful mix of beauty, comfort, and location. We keep an immaculate, cozy apartment perfectly nestled near the best Austin has to offer.",30.27926761,-97.75158366,Downtown Austin - Tiny Tasteful 2,https://www.airbnb.com/rooms/7435259?location=Austin%2C%20TX,May,2015,"30.2792676133508,-97.7515836553973","1503 Parkway, Austin, TX 78703, USA"
16053,225,3,8,Austin,Jan-15,"Beautiful newer 3-bed + separate formal living room vacation house located exactly 7.5 miles down Martin Luther King Blvd from the Capitol Building and all the downtown fun. Pretty sunset views off the back. Address is 5612 Nelson Oaks Drive, Austin TX if you want to map it.",30.27911957,-97.63187588,"Spacious, Lovely, Newer House, 3 KING BEDS, AUSTIN",https://www.airbnb.com/rooms/5085305?location=Bastrop%20County%2C%20TX,January,2015,"30.2791195668704,-97.63187588474109","8900 Quick Stream Dr, Austin, TX 78724, USA"
16091,28,1,6,Austin,Feb-15,This is a full-sized (double) bed in a private bedroom. The bathroom is shared. Same day okay!,30.15166455,-97.74168796,Crash pad and it ain't bad!,https://www.airbnb.com/rooms/5660966?location=Austin%2C%20TX,February,2015,"30.151664546339102,-97.7416879615142","6708 Walkup Ln, Austin, TX 78747, USA"
16159,74,1,8,Austin,Jan-12,"The home is 3 floors and you will have the entire bottom floor to yourself which will include a bedroom, bathroom/shower, and Separate TV room with L shaped couch. The middle floor is the kitchen with all amenities that you desire.\n\nI have a very beautiful and well behaved Siberion Husky + a nice Blue Russian Cat.",30.28281807,-97.64742678,Entire Floor - Modern Home - Austin Texas!,https://www.airbnb.com/rooms/17895096?location=Bastrop%20County%2C%20TX,January,2012,"30.282818071028103,-97.64742677900959","5308 Sendero Hills Pkwy, Austin, TX 78724, USA"
16163,33,1,6,Austin,Jun-13,Every corner of Austin is within easy reach. Our place is great for people moving to town who want get a feel before they rent or buy. We are totally a smoke-free home.,30.34662521,-97.68895938,Quiet landing pad for new arrivals,https://www.airbnb.com/rooms/13605921?location=Austin%2C%20TX,June,2013,"30.3466252096099,-97.68895937888","1008 Weeping Willow Dr, Austin, TX 78753, USA"
16164,300,2,6,Austin,Sep-14,Basically a place to stay and relax.,30.23875834,-97.5798735,Close to F1 a family home,https://www.airbnb.com/rooms/15589479?location=Bastrop%20County%2C%20TX,September,2014,"30.2387583405643,-97.57987349676979","15107 Nordyke Ln, Austin, TX 78725, USA"
16186,450,3,7,Austin,Aug-15,This home has two full bathrooms and brand new flooring installed in the living areas and bedrooms.,30.33492949,-97.64619874,3 bedroom home 15 minutes from DT,https://www.airbnb.com/rooms/7725153?location=Bastrop%20County%2C%20TX,August,2015,"30.334929488264297,-97.6461987364645","9103 Magna Carta Loop, Austin, TX 78754, USA"
16194,150,1,7,Austin,Apr-15,"My place is right in the middle of vibrant East Austin. You‰Ûªll love my place because it's an amazing Airstream we call Olga ‰ÛÒ The Gypsy Queen. Not a single detail has been overlooked. We've designed this minimal space to provide one of the most unique, chill, and fun experiences in town. Couples, solo adventurers, business travelers, and those with furry friends alike love this place!",30.27156584,-97.71931171,"Modern, Minimal, Chill Airstream in East Austin",https://www.airbnb.com/rooms/17016200?location=Austin%2C%20TX,April,2015,"30.271565840374304,-97.7193117097637","1901 Pennsylvania Ave, Austin, TX 78702, USA"
16197,106,0,5,Austin,May-16,"Cozy backyard studio (4.5 miles from downtown), very relaxing, quiet space, lots of sunlight. It has a full bathroom, kitchenette, and private patio overlooking creek bed, covered by trees. \n\nWalking distance to eateries and coffee shops, short bike/bus ride to Zilker Park and Lady Bird Lake, and 1 block away from the Woodrow/South 5th bus stop (only twenty minute ride downtown). \n\nPerfect for couples, solo adventurers, and business travelers. We are happy to host guests of all backgrounds.",30.22197789,-97.78443382,"Quiet, charming South Austin studio",https://www.airbnb.com/rooms/17177301?location=Austin%2C%20TX,May,2016,"30.22197788703,-97.78443382055451","4609 Gillis St, Austin, TX 78745, USA"
16202,109,0,9,Austin,Feb-15,"Located in a quaint neighborhood, this studio is a 10 minute drive to downtown, 5 minutes to UT, 2 blocks to the #7 bus line, across the street from the Hancock Golf Course, and 4 blocks from several restaurants, cafes, and grocers. We stock the studio with all the essentials of home and beyond so you can be ready just get out and enjoy Austin: umbrellas, wireless phone charger, tooth paste, condiments, rice, ice cream scooper, Brita water filter, oragami book and more!",30.29985033,-97.72821286,"Clean, Comfy and Fully Stocked Hyde Park Studio 2",https://www.airbnb.com/rooms/9822958?location=Austin%2C%20TX,February,2015,"30.299850333389802,-97.72821286147109","3823 Duval St, Austin, TX 78751, USA"
16220,124,2,3,Austin,Apr-17,"Chic and casual and Cozy, comfortable and Very Very Safe",30.25624078,-97.75509676,Downtown Bungalow Available,https://www.airbnb.com/rooms/18306536?location=Austin%2C%20TX,April,2017,"30.2562407772996,-97.7550967578314","809 Bouldin Ave, Austin, TX 78704, USA"
16228,143,3,3,Austin,Sep-16,Spacious 3 Bedroom 2 bath &amp; Study located 5 minutes east of Downtown Austin and 15 minutes from Austin Bergstrom International Airport. We offer an open floor plan and can sleep up to 10 people comfortably. The property is perfect for formula 1 visitors as it is a 15 minutes straight shot out airport Blvd to the F-1 track. The property is protected by Frontline Security and comes with a 300 Mbps WiFi. With numerous local and national chain eateries located within 10 minutes from the property.,30.27556498,-97.70512579,East Austin Bungalow,https://www.airbnb.com/rooms/17928253?location=Austin%2C%20TX,September,2016,"30.2755649840385,-97.70512578893259","2606 Sol Wilson Ave, Austin, TX 78702, USA"
16229,25,1,9,Austin,Mar-17,"Small, quiet, cozy home in East Austin! You will have your own bedroom with a queen size bed for 2, and you will share the guest bathroom with my roommate (whenever he is home). The home is located 20 minutes from the airport; 13 minutes from the MLK Train station to hit downtown; 21 minutes from Downtown Austin to get your dance on! 16 min from COTA! Come enjoy the laid back atmosphere of my house!\n\nAll respectful people from all different backgrounds are welcome to stay at La Casa De Dre.",30.28989502,-97.6458708,"Stress free, laid back, chill spot in East Austin!",https://www.airbnb.com/rooms/17636612?location=Bastrop%20County%2C%20TX,March,2017,"30.2898950189471,-97.6458708026989","5810 Alsace Trail, Austin, TX 78724, USA"
